no.,customer_id,customer_name,product,month,year,price,quantity_sold,expenses,profit
28,CUST_386,Customer_63,Product_D,November,2022,892.75,98,106,87383.5
29,CUST_236,Customer_439,Product_C,September,2021,546.84,44,61.8,23999.16
30,CUST_133,Customer_397,Product_C,April,2023,498.78,24,62.11,11908.61
31,CUST_475,Customer_275,Product_E,July,2022,922.89,85,360.33,78085.32
32,CUST_428,Customer_145,Product_A,September,2024,832.57,8,347.56,6313
33,CUST_497,Customer_256,Product_D,April,2022,163.97,64,292.77,10201.31
34,CUST_303,Customer_201,Product_B,February,2022,122.88,54,128.01,6507.51
35,CUST_337,Customer_53,Product_B,January,2024,567.99,96,335.36,54191.68
36,CUST_243,Customer_195,Product_C,November,2021,572.97,87,44.17,49804.22
37,CUST_468,Customer_391,Product_A,July,2024,806.47,86,342.02,69014.4
38,CUST_395,Customer_65,Product_E,June,2021,277.71,30,94.11,8237.19
39,CUST_306,Customer_123,Product_A,January,2022,113.38,41,287.22,4361.36
40,CUST_383,Customer_51,Product_B,January,2021,382.19,84,301,31802.96
41,CUST_333,Customer_287,Product_A,February,2020,639.61,52,77.2,33182.52
42,CUST_159,Customer_207,Product_C,July,2020,396.16,93,453.13,36389.75
43,CUST_324,Customer_161,Product_A,November,2022,407.6,72,125.9,29221.3
44,CUST_496,Customer_18,Product_D,April,2022,524.98,38,328.22,19621.02
45,CUST_345,Customer_341,Product_D,June,2020,166.8,95,113.29,15732.71
46,CUST_75,Customer_38,Product_A,March,2023,273.28,27,210.09,7168.47
47,CUST_33,Customer_399,Product_D,January,2024,351.14,97,11.76,34048.82
48,CUST_16,Customer_422,Product_E,April,2023,499.98,18,238.08,8761.56
49,CUST_169,Customer_26,Product_C,December,2020,464.61,79,419,36285.19
50,CUST_93,Customer_486,Product_D,June,2020,716.82,26,34.71,18602.61
51,CUST_392,Customer_449,Product_E,February,2024,333.05,59,375.4,19274.55
52,CUST_133,Customer_5,Product_C,July,2023,720.72,80,138.28,57519.32
53,CUST_402,Customer_345,Product_A,February,2020,282.2,22,286.47,5921.93
54,CUST_124,Customer_2,Product_E,November,2024,206.63,6,431.24,808.54
55,CUST_113,Customer_310,Product_E,June,2021,941.85,66,119.79,62042.31
56,CUST_74,Customer_425,Product_C,March,2021,738.64,11,131.11,7993.93
57,CUST_170,Customer_130,Product_C,December,2022,647.82,47,150.67,30296.87
58,CUST_372,Customer_24,Product_C,January,2024,915.45,73,334.98,66492.87
59,CUST_13,Customer_175,Product_A,November,2023,981.6,75,98.68,73521.32
60,CUST_428,Customer_91,Product_B,September,2024,523.97,95,16.94,49760.21
61,CUST_419,Customer_232,Product_A,March,2023,719.25,58,90.08,41626.42
62,CUST_309,Customer_473,Product_A,April,2024,322.38,88,373.88,27995.56
63,CUST_413,Customer_442,Product_D,March,2021,725.6,76,384.77,54760.83
64,CUST_173,Customer_175,Product_D,November,2020,560.14,5,35.25,2765.45
65,CUST_158,Customer_216,Product_B,February,2024,540.45,69,384.27,36906.78
66,CUST_319,Customer_135,Product_B,June,2024,643.61,28,118.05,17903.03
67,CUST_139,Customer_156,Product_C,February,2022,49.85,68,363.59,3026.21
68,CUST_52,Customer_489,Product_B,April,2021,216.09,5,449.46,630.99
69,CUST_44,Customer_489,Product_A,December,2023,520.87,87,92.62,45223.07
70,CUST_329,Customer_327,Product_D,June,2022,167.87,52,28.42,8700.82
71,CUST_447,Customer_436,Product_E,May,2023,251.13,93,208.97,23146.12
72,CUST_460,Customer_173,Product_B,August,2024,555.25,85,388.63,46807.62
73,CUST_62,Customer_210,Product_E,June,2024,344.37,17,20.04,5834.25
74,CUST_146,Customer_57,Product_B,February,2024,713.6,88,24.48,62772.32
75,CUST_168,Customer_393,Product_B,September,2022,513.79,27,44.04,13828.29
76,CUST_188,Customer_222,Product_E,August,2024,852.55,23,427.07,19181.58
77,CUST_126,Customer_328,Product_C,February,2023,790.44,57,101.86,44953.22
78,CUST_138,Customer_350,Product_B,September,2021,114.64,17,370.34,1578.54
79,CUST_36,Customer_30,Product_C,April,2023,854.21,43,104.94,36626.09
80,CUST_37,Customer_432,Product_D,July,2024,84.27,43,391.6,3232.01
81,CUST_369,Customer_238,Product_B,August,2022,449.09,21,131.37,9299.52
82,CUST_401,Customer_423,Product_B,January,2023,81.83,58,95.48,4650.66
83,CUST_472,Customer_439,Product_E,January,2022,581.02,95,271.77,54925.13
84,CUST_435,Customer_346,Product_C,May,2021,177.6,71,74.52,12535.08
85,CUST_238,Customer_367,Product_E,November,2024,916.47,36,412.51,32580.41
86,CUST_180,Customer_481,Product_A,October,2024,861.45,43,51.53,36990.82
87,CUST_440,Customer_413,Product_B,March,2021,836.53,73,152.85,60913.84
88,CUST_93,Customer_413,Product_C,April,2021,148.89,33,456.55,4456.82
89,CUST_66,Customer_117,Product_B,March,2022,956.15,11,300.32,10217.33
90,CUST_233,Customer_347,Product_A,July,2022,421.42,12,155.79,4901.25
91,CUST_250,Customer_320,Product_D,March,2020,968.51,49,268,47188.99
92,CUST_26,Customer_6,Product_D,August,2022,253.18,42,139.38,10494.18
93,CUST_8,Customer_392,Product_E,July,2020,181.62,85,38.52,15399.18
94,CUST_271,Customer_141,Product_A,January,2021,659.03,37,11.19,24372.92
95,CUST_443,Customer_279,Product_B,August,2024,267.47,96,306,25371.12
96,CUST_84,Customer_153,Product_B,April,2021,971.64,13,139.07,12492.25
97,CUST_163,Customer_470,Product_B,September,2024,338.52,18,448.61,5644.75
98,CUST_194,Customer_287,Product_E,March,2022,639.27,96,131.09,61238.83
99,CUST_470,Customer_211,Product_C,October,2022,193.66,7,285.79,1069.83
100,CUST_328,Customer_18,Product_E,July,2020,56.24,40,23.18,2226.42
101,CUST_107,Customer_494,Product_E,May,2023,836.75,41,482.55,33824.2
102,CUST_211,Customer_177,Product_A,June,2020,600.21,27,395.67,15810
103,CUST_27,Customer_217,Product_B,March,2021,858.57,39,24.15,33460.08
104,CUST_6,Customer_92,Product_D,October,2022,750.95,87,357.31,64975.34
105,CUST_68,Customer_185,Product_C,September,2024,847.53,62,190.32,52356.54
106,CUST_74,Customer_227,Product_C,January,2022,95.51,45,187.3,4110.65
107,CUST_263,Customer_186,Product_B,May,2021,531.99,25,121.64,13178.11
108,CUST_241,Customer_74,Product_D,May,2024,997.43,33,141.94,32773.25
109,CUST_32,Customer_252,Product_C,December,2021,480.59,55,169.53,26262.92
110,CUST_50,Customer_7,Product_D,April,2024,604.49,29,316.32,17213.89
111,CUST_116,Customer_386,Product_C,January,2024,415.38,78,279.98,32119.66
112,CUST_442,Customer_84,Product_C,July,2022,752.94,30,18.88,22569.32
113,CUST_36,Customer_163,Product_B,July,2020,197.04,25,251,4675
114,CUST_289,Customer_8,Product_A,March,2020,933.66,66,356.59,61264.97
115,CUST_334,Customer_216,Product_D,April,2020,215.69,52,421.81,10794.07
116,CUST_168,Customer_451,Product_C,June,2022,416.25,80,342.75,32957.25
117,CUST_407,Customer_167,Product_D,April,2024,747.93,11,435.11,7792.12
118,CUST_68,Customer_140,Product_D,January,2022,54.4,1,41.98,12.42
119,CUST_108,Customer_298,Product_C,November,2020,563.64,59,110.34,33144.42
120,CUST_466,Customer_175,Product_A,February,2021,899.44,66,185.81,59177.23
121,CUST_366,Customer_312,Product_B,May,2021,584.37,18,57.59,10461.07
122,CUST_156,Customer_75,Product_E,August,2024,291.26,46,111.53,13286.43
123,CUST_437,Customer_133,Product_C,October,2024,342.18,93,367.93,31454.81
124,CUST_359,Customer_169,Product_C,September,2022,549.26,30,14.5,16463.3
125,CUST_491,Customer_117,Product_D,March,2020,261.37,86,13.13,22464.69
126,CUST_349,Customer_437,Product_A,November,2024,658.27,67,113.36,43990.73
127,CUST_86,Customer_206,Product_B,April,2023,229.84,30,230.99,6664.21
128,CUST_356,Customer_119,Product_D,May,2020,29.35,68,373.45,1622.35
129,CUST_272,Customer_438,Product_D,July,2023,164.13,66,414.48,10418.1
130,CUST_172,Customer_324,Product_B,February,2021,915.38,4,181.06,3480.46
131,CUST_477,Customer_191,Product_D,March,2020,947.28,50,119.11,47244.89
132,CUST_170,Customer_118,Product_A,April,2022,734.92,89,98.64,65309.24
133,CUST_360,Customer_28,Product_D,June,2020,699.77,18,101.88,12493.98
134,CUST_242,Customer_437,Product_E,January,2020,426.25,76,487.27,31907.73
135,CUST_486,Customer_161,Product_D,July,2024,649.01,52,478.71,33269.81
136,CUST_153,Customer_66,Product_B,December,2023,464.91,62,293.22,28531.2
137,CUST_419,Customer_114,Product_B,May,2020,94.88,2,226.7,-36.94
138,CUST_300,Customer_100,Product_B,July,2021,425.74,3,36.54,1240.68
139,CUST_399,Customer_202,Product_B,August,2021,230.41,60,122.35,13702.25
140,CUST_126,Customer_360,Product_C,November,2020,500.96,79,378.72,39197.12
141,CUST_217,Customer_5,Product_B,March,2021,260.49,94,268.92,24217.14
142,CUST_332,Customer_201,Product_D,May,2023,606.85,31,429.7,18382.65
143,CUST_188,Customer_445,Product_C,February,2020,147.95,43,260.44,6101.41
144,CUST_154,Customer_161,Product_E,February,2020,621.13,24,82.74,14824.38
145,CUST_202,Customer_421,Product_B,June,2023,487.41,38,161.49,18360.09
146,CUST_307,Customer_87,Product_C,February,2021,449.65,60,92.29,26886.71
147,CUST_57,Customer_122,Product_D,August,2021,622.44,3,439.71,1427.61
148,CUST_129,Customer_404,Product_D,June,2022,168.08,28,315.08,4391.16
149,CUST_126,Customer_388,Product_A,June,2023,560.83,78,111.33,43633.41
150,CUST_340,Customer_364,Product_A,October,2021,759.35,58,375.23,43667.07
151,CUST_231,Customer_157,Product_B,April,2021,365.75,58,134.59,21078.91
152,CUST_466,Customer_102,Product_B,November,2024,724.21,94,246.79,67828.95
153,CUST_111,Customer_465,Product_E,September,2024,327.17,44,352.88,14042.6
154,CUST_271,Customer_357,Product_A,June,2023,500.75,31,126.63,15396.62
155,CUST_42,Customer_264,Product_E,June,2021,975.72,70,224.76,68075.64
156,CUST_305,Customer_213,Product_D,September,2021,346.82,56,198.06,19223.86
157,CUST_31,Customer_487,Product_A,November,2022,306.84,30,102.47,9102.73
158,CUST_439,Customer_69,Product_A,August,2022,302.09,89,55.38,26830.63
159,CUST_344,Customer_478,Product_B,January,2021,778.69,59,185.62,45757.09
160,CUST_473,Customer_308,Product_D,May,2021,194.07,78,8.45,15129.01
161,CUST_42,Customer_492,Product_E,February,2020,628.85,65,172.49,40702.76
162,CUST_42,Customer_281,Product_E,June,2024,501.96,57,106.58,28505.14
163,CUST_347,Customer_30,Product_A,January,2021,903.56,42,425.09,37524.43
164,CUST_373,Customer_69,Product_D,June,2023,147.25,91,80.73,13319.02
165,CUST_380,Customer_83,Product_B,July,2022,467.09,51,35.45,23786.14
166,CUST_305,Customer_295,Product_E,February,2020,428.3,37,178.53,15668.57
167,CUST_455,Customer_242,Product_C,November,2021,424.9,15,202.13,6171.37
168,CUST_462,Customer_342,Product_A,April,2024,672.32,86,51.85,57767.67
169,CUST_340,Customer_17,Product_B,August,2024,526.25,49,111.73,25674.52
170,CUST_114,Customer_310,Product_D,December,2022,380.85,33,264.48,12303.57
171,CUST_293,Customer_408,Product_B,October,2023,897.54,72,98.9,64523.98
172,CUST_422,Customer_371,Product_C,July,2022,642.55,17,369.41,10553.94
173,CUST_362,Customer_107,Product_C,August,2020,384.09,70,331.57,26554.73
174,CUST_120,Customer_222,Product_A,January,2024,484.6,96,214.87,46306.73
175,CUST_69,Customer_54,Product_B,February,2024,189.22,42,470.65,7476.59
176,CUST_370,Customer_488,Product_C,November,2022,972.45,40,453.17,38444.83
177,CUST_239,Customer_63,Product_B,November,2021,225.72,29,456.37,6089.51
178,CUST_42,Customer_478,Product_C,September,2022,964.39,30,292.87,28638.83
179,CUST_375,Customer_121,Product_C,January,2020,462.76,34,466.37,15267.47
180,CUST_255,Customer_265,Product_A,October,2021,101.62,80,433.89,7695.71
181,CUST_47,Customer_169,Product_B,April,2020,849.38,68,329.77,57428.07
182,CUST_257,Customer_377,Product_C,January,2021,147.33,75,463.84,10585.91
183,CUST_468,Customer_3,Product_B,December,2024,782.44,18,383.98,13699.94
184,CUST_29,Customer_292,Product_E,July,2023,635.76,28,456.94,17344.34
185,CUST_3,Customer_20,Product_B,November,2021,756.19,36,172.98,27049.86
186,CUST_163,Customer_22,Product_E,February,2024,43.94,28,288.37,941.95
187,CUST_451,Customer_401,Product_C,February,2023,225.81,61,369.73,13404.68
188,CUST_88,Customer_14,Product_C,July,2022,531.62,91,465.26,47912.16
189,CUST_214,Customer_21,Product_C,December,2024,86.09,43,358.04,3343.83
190,CUST_108,Customer_102,Product_B,December,2020,812.04,98,322.25,79257.67
191,CUST_357,Customer_224,Product_D,April,2024,262.6,46,423.34,11656.26
192,CUST_443,Customer_433,Product_E,July,2022,188.73,28,38.46,5245.98
193,CUST_326,Customer_342,Product_D,November,2020,951.79,90,175.1,85486
194,CUST_14,Customer_404,Product_B,August,2022,575.18,61,372.23,34713.75
195,CUST_134,Customer_148,Product_D,July,2022,559.94,44,279.69,24357.67
196,CUST_362,Customer_463,Product_B,July,2024,468.8,74,224.25,34466.95
197,CUST_319,Customer_499,Product_A,April,2024,228.24,22,163.11,4858.17
198,CUST_378,Customer_137,Product_B,April,2023,894.04,71,273.87,63202.97
199,CUST_213,Customer_339,Product_D,September,2022,823.49,55,285.74,45006.21
200,CUST_310,Customer_289,Product_D,November,2023,938.64,89,25.26,83513.7
201,CUST_348,Customer_197,Product_B,April,2022,236.57,5,274.51,908.34
202,CUST_373,Customer_257,Product_E,June,2024,455.77,65,486.34,29138.71
203,CUST_37,Customer_228,Product_C,February,2020,914.54,18,369.12,16092.6
204,CUST_303,Customer_80,Product_E,September,2021,777.11,51,26.69,39605.92
205,CUST_287,Customer_282,Product_A,July,2020,279.64,53,333.71,14487.21
206,CUST_181,Customer_250,Product_D,March,2023,553.67,66,68.51,36473.71
207,CUST_201,Customer_40,Product_C,November,2020,723.98,66,421.33,47361.35
208,CUST_125,Customer_465,Product_C,May,2020,176.43,41,330.14,6903.49
209,CUST_89,Customer_4,Product_A,March,2024,308.03,47,19.77,14457.64
210,CUST_25,Customer_484,Product_B,August,2021,275.92,1,237.05,38.87
211,CUST_302,Customer_73,Product_C,May,2020,41.12,80,315.03,2974.57
212,CUST_360,Customer_322,Product_E,December,2022,970.97,81,492.85,78155.72
213,CUST_379,Customer_209,Product_E,February,2020,134.89,18,323.87,2104.15
214,CUST_354,Customer_481,Product_E,September,2024,625.61,22,230.69,13532.73
215,CUST_232,Customer_297,Product_B,February,2022,635.82,79,103.97,50125.81
216,CUST_485,Customer_389,Product_C,September,2022,502.75,70,133.68,35058.82
217,CUST_12,Customer_31,Product_E,February,2021,698.48,97,123.47,67629.09
218,CUST_470,Customer_394,Product_A,March,2021,647.96,70,425.31,44931.89
219,CUST_404,Customer_38,Product_B,August,2020,957.36,56,247.66,53364.5
220,CUST_53,Customer_407,Product_A,July,2022,889.94,12,144.34,10534.94
221,CUST_317,Customer_215,Product_A,September,2023,787.08,16,348.38,12244.9
222,CUST_255,Customer_399,Product_E,December,2024,319.83,55,336.18,17254.47
223,CUST_450,Customer_134,Product_C,November,2020,627.25,99,423.57,61674.18
224,CUST_229,Customer_461,Product_B,April,2023,185.47,60,183.75,10944.45
225,CUST_135,Customer_222,Product_B,June,2024,420.08,64,307.4,26577.72
226,CUST_98,Customer_393,Product_A,March,2022,133.14,35,81,4578.9
227,CUST_321,Customer_355,Product_C,September,2023,709.42,1,48.2,661.22
228,CUST_183,Customer_407,Product_C,September,2023,561.31,70,82.26,39209.44
229,CUST_254,Customer_312,Product_A,June,2021,213.46,96,407.67,20084.49
230,CUST_363,Customer_119,Product_D,September,2020,469.79,90,122.83,42158.27
231,CUST_239,Customer_464,Product_A,September,2023,356.75,34,94.15,12035.35
232,CUST_376,Customer_386,Product_E,October,2020,211.55,67,324.83,13849.02
233,CUST_330,Customer_110,Product_E,August,2023,395.52,38,221.74,14808.02
234,CUST_468,Customer_188,Product_B,October,2020,178.79,33,343.39,5556.68
235,CUST_276,Customer_472,Product_B,July,2024,903.32,40,85.18,36047.62
236,CUST_234,Customer_67,Product_A,July,2023,513.88,17,313.27,8422.69
237,CUST_17,Customer_195,Product_C,July,2020,918.53,78,197.89,71447.45
238,CUST_29,Customer_132,Product_A,September,2024,185.56,9,280.85,1389.19
239,CUST_312,Customer_430,Product_A,October,2022,356.35,76,477.13,26605.47
240,CUST_48,Customer_175,Product_D,February,2024,123.87,4,381.07,114.41
241,CUST_83,Customer_261,Product_B,September,2022,788.79,69,438.02,53988.49
242,CUST_172,Customer_263,Product_D,October,2023,132.53,30,245.57,3730.33
243,CUST_43,Customer_46,Product_E,June,2020,662.1,93,300.04,61275.26
244,CUST_218,Customer_449,Product_D,February,2020,928.41,76,319.36,70239.8
245,CUST_282,Customer_258,Product_C,February,2021,382.65,36,227.07,13548.33
246,CUST_424,Customer_93,Product_D,February,2023,179.76,24,399.82,3914.42
247,CUST_411,Customer_34,Product_D,October,2023,970.61,76,109.02,73657.34
248,CUST_99,Customer_402,Product_A,October,2023,273.62,92,466.14,24706.9
249,CUST_14,Customer_305,Product_A,February,2021,503.01,61,187.27,30496.34
250,CUST_67,Customer_206,Product_B,April,2024,709.32,83,105.65,58767.91
251,CUST_373,Customer_413,Product_B,July,2023,327.22,82,181.16,26650.88
252,CUST_391,Customer_280,Product_B,August,2024,826.28,14,468.54,11099.38
253,CUST_440,Customer_333,Product_C,October,2023,241.33,96,432.59,22735.09
254,CUST_285,Customer_181,Product_E,August,2020,975.44,13,350.22,12330.5
255,CUST_464,Customer_238,Product_A,May,2020,217.69,93,188.64,20056.53
256,CUST_467,Customer_313,Product_E,February,2023,946.53,39,176.02,36738.65
257,CUST_291,Customer_138,Product_E,June,2020,836.75,47,12.25,39315
258,CUST_191,Customer_404,Product_C,January,2021,552.41,70,411.55,38257.15
259,CUST_432,Customer_29,Product_E,August,2024,784.52,80,424.24,62337.36
260,CUST_128,Customer_33,Product_E,July,2022,453.22,29,272.96,12870.42
261,CUST_367,Customer_250,Product_C,November,2022,105.93,98,409.17,9971.97
262,CUST_196,Customer_108,Product_B,December,2022,101.94,35,384.76,3183.14
263,CUST_256,Customer_98,Product_A,May,2020,832.41,26,250.35,21392.31
264,CUST_397,Customer_73,Product_C,October,2023,861.76,57,351.88,48768.44
265,CUST_69,Customer_418,Product_C,June,2020,554.35,18,262.27,9716.03
266,CUST_498,Customer_433,Product_E,August,2023,556,10,268.09,5291.91
267,CUST_225,Customer_262,Product_B,January,2024,149.08,50,272.88,7181.12
268,CUST_357,Customer_335,Product_B,December,2021,112.51,11,81.05,1156.56
269,CUST_393,Customer_155,Product_D,October,2020,534.8,69,398.13,36503.07
270,CUST_462,Customer_266,Product_D,February,2024,524.74,73,110.85,38195.17
271,CUST_144,Customer_82,Product_C,July,2021,486.36,9,182.85,4194.39
272,CUST_64,Customer_86,Product_B,March,2020,980.88,3,378.78,2563.86
273,CUST_209,Customer_170,Product_E,September,2022,123.06,55,472.12,6296.18
274,CUST_78,Customer_69,Product_D,October,2022,145.17,44,323.11,6064.37
275,CUST_284,Customer_83,Product_E,May,2021,43.11,14,322.32,281.22
276,CUST_300,Customer_428,Product_C,June,2020,723.23,16,470.34,11101.34
277,CUST_348,Customer_37,Product_B,August,2023,899.8,90,430.34,80551.66
278,CUST_379,Customer_43,Product_B,November,2024,900.8,98,199.22,88079.18
279,CUST_297,Customer_382,Product_E,October,2021,242.11,65,282.68,15454.47
280,CUST_364,Customer_208,Product_E,August,2024,929.64,86,451.94,79497.1
281,CUST_261,Customer_282,Product_B,November,2021,603.16,24,365.63,14110.21
282,CUST_329,Customer_269,Product_E,May,2021,498.86,93,62.75,46331.23
283,CUST_391,Customer_304,Product_A,October,2023,408.13,3,115.53,1108.86
284,CUST_232,Customer_4,Product_A,June,2023,686.64,69,485.15,46893.01
285,CUST_413,Customer_378,Product_E,May,2020,906.5,11,88.11,9883.39
286,CUST_103,Customer_440,Product_E,May,2020,688.92,62,355.35,42357.69
287,CUST_104,Customer_480,Product_D,December,2023,260.89,31,271.18,7816.41
288,CUST_82,Customer_466,Product_E,December,2022,101.25,24,28.54,2401.46
289,CUST_146,Customer_409,Product_B,November,2022,185.8,60,245.46,10902.54
290,CUST_420,Customer_338,Product_A,February,2024,28.59,90,491.97,2081.13
291,CUST_143,Customer_433,Product_E,August,2020,801.13,52,250.09,41408.67
292,CUST_308,Customer_146,Product_E,February,2020,70.79,91,43.34,6398.55
293,CUST_206,Customer_198,Product_E,February,2020,648.44,53,442.81,33924.51
294,CUST_68,Customer_143,Product_A,August,2020,256.37,20,473.49,4653.91
295,CUST_23,Customer_75,Product_B,September,2022,213.87,59,422.54,12195.79
296,CUST_493,Customer_448,Product_C,April,2023,600.4,75,430.44,44599.56
297,CUST_344,Customer_449,Product_D,August,2024,813.64,6,152.98,4728.86
298,CUST_73,Customer_184,Product_B,July,2020,452.46,41,149.88,18400.98
299,CUST_173,Customer_460,Product_C,August,2023,267.98,51,182.99,13483.99
300,CUST_288,Customer_440,Product_B,December,2022,205.28,96,265.6,19441.28
301,CUST_356,Customer_73,Product_A,June,2022,38.93,1,353.55,-314.62
302,CUST_36,Customer_223,Product_D,January,2021,891.43,99,64.18,88187.39
303,CUST_156,Customer_322,Product_D,February,2023,763.76,6,78.53,4504.03
304,CUST_457,Customer_443,Product_B,August,2022,216.14,84,408.25,17747.51
305,CUST_353,Customer_129,Product_D,January,2022,856.37,66,210.56,56309.86
306,CUST_432,Customer_96,Product_B,June,2020,725.58,80,442.01,57604.39
307,CUST_136,Customer_457,Product_D,December,2024,363.16,61,85.82,22066.94
308,CUST_167,Customer_148,Product_A,October,2020,805.92,50,76.07,40219.93
309,CUST_116,Customer_245,Product_C,September,2024,843.94,99,188.11,83361.95
310,CUST_363,Customer_231,Product_B,September,2021,768.71,57,127.89,43688.58
311,CUST_145,Customer_438,Product_C,December,2020,998.68,39,289.47,38659.05
312,CUST_116,Customer_467,Product_B,September,2020,962.57,22,135.44,21041.1
313,CUST_426,Customer_169,Product_D,April,2024,103.09,57,90.27,5785.86
314,CUST_185,Customer_463,Product_C,May,2024,653.97,5,275.25,2994.6
315,CUST_119,Customer_3,Product_B,February,2022,626.22,72,235.66,44852.18
316,CUST_377,Customer_108,Product_E,February,2022,278.34,89,351.37,24420.89
317,CUST_38,Customer_130,Product_D,July,2022,858.52,34,247.42,28942.26
318,CUST_394,Customer_450,Product_C,July,2021,109.13,29,154.5,3010.27
319,CUST_13,Customer_340,Product_B,April,2023,669.3,83,274.7,55277.2
320,CUST_92,Customer_450,Product_B,March,2024,311.61,4,427.72,818.72
321,CUST_171,Customer_201,Product_D,October,2022,915.37,46,62.27,42044.75
322,CUST_104,Customer_85,Product_E,September,2022,545.75,22,386.11,11620.39
323,CUST_315,Customer_87,Product_A,September,2022,609.34,35,408.8,20918.1
324,CUST_381,Customer_229,Product_C,April,2020,278.55,56,328.59,15270.21
325,CUST_213,Customer_26,Product_A,January,2022,445.48,43,84.43,19071.21
326,CUST_429,Customer_355,Product_D,August,2023,85.67,59,90.33,4964.2
327,CUST_474,Customer_409,Product_D,September,2021,445.18,57,84.9,25290.36
328,CUST_268,Customer_212,Product_E,November,2021,279.68,23,419.43,6013.21
329,CUST_107,Customer_22,Product_A,August,2020,314.06,98,13.2,30764.68
330,CUST_94,Customer_245,Product_B,April,2024,747.29,82,9.95,61267.83
331,CUST_474,Customer_306,Product_E,December,2021,820.85,83,439.44,67691.11
332,CUST_16,Customer_26,Product_E,February,2022,226.08,91,83.74,20489.54
333,CUST_499,Customer_61,Product_A,January,2020,148.44,52,427.74,7291.14
334,CUST_129,Customer_173,Product_B,January,2022,317.29,38,36.59,12020.43
335,CUST_298,Customer_408,Product_A,August,2021,895.2,51,426.33,45228.87
336,CUST_114,Customer_344,Product_D,November,2024,885.05,24,436.52,20804.68
337,CUST_160,Customer_49,Product_E,January,2020,140.02,69,91.53,9569.85
338,CUST_104,Customer_345,Product_E,December,2020,68.93,51,358.68,3156.75
339,CUST_299,Customer_28,Product_B,May,2023,978.22,84,287.43,81883.05
340,CUST_172,Customer_416,Product_C,July,2023,356.82,31,28.74,11032.68
341,CUST_227,Customer_275,Product_E,June,2020,109.19,7,143.28,621.05
342,CUST_240,Customer_300,Product_D,March,2023,948.3,85,275.26,80330.24
343,CUST_109,Customer_411,Product_B,November,2023,392.48,75,364.81,29071.19
344,CUST_174,Customer_269,Product_D,May,2023,40.21,52,334.78,1756.14
345,CUST_206,Customer_438,Product_B,October,2024,422.14,3,129.5,1136.92
346,CUST_261,Customer_191,Product_E,August,2022,399.85,28,11.15,11184.65
347,CUST_64,Customer_47,Product_D,July,2021,418,85,64.45,35465.55
348,CUST_40,Customer_167,Product_E,April,2020,134.9,24,192.44,3045.16
349,CUST_495,Customer_112,Product_C,March,2021,171.54,42,495.53,6709.15
350,CUST_184,Customer_292,Product_D,December,2023,659.31,38,10.65,25043.13
351,CUST_39,Customer_212,Product_D,October,2021,449.18,63,274.78,28023.56
352,CUST_22,Customer_74,Product_A,January,2020,542.39,83,371.56,44646.81
353,CUST_471,Customer_152,Product_D,September,2020,206.59,52,9.01,10733.67
354,CUST_390,Customer_388,Product_C,December,2023,543.79,14,465.68,7147.38
355,CUST_165,Customer_231,Product_E,October,2022,902.69,55,498.74,49149.21
356,CUST_432,Customer_303,Product_D,April,2024,994.81,16,92.61,15824.35
357,CUST_53,Customer_234,Product_D,November,2022,612.44,77,141.07,47016.81
358,CUST_119,Customer_316,Product_A,April,2023,868.43,69,377.16,59544.51
